Label,id,node
N.C. Wyeth,130,130
Hans Hofmann,131,131
Umberto Romano,132,132
Alexander Liberman,133,133
Karl Knaths,134,134
Anne Truitt,135,135
Richard Serra,136,136
Marcel Duchamp,137,137
Charles Picco,138,138
Oscar Bluemner,139,139
Santo Bufalo,140,140
Russel Wright,141,141
Andrew Wyeth,142,142
George A. Weymouth,143,143
Al Held,144,144
Fairfield Porter,145,145
Walter Darby Bannard,146,146
Morris Louis,147,147
Arthur B. Carles,148,148
Marguerite Zorach|William Zorach,149,149
Rockwood Pottery Co.,150,150
Ad Reinhardt,151,151
Arman,152,152
Gilbert Rohde,153,153
"Gilbert Rohde|The Herman Miller Furniture Company, Zeeland, MI",154,154
"Reimann|Chase Brass & Copper Company, Inc. (Waterbury, Connecticut)",155,155
Joseph Cornell,156,156
Alice Trumbull Mason,157,157
Russel Wright|Yamato China Co. Ltd.,158,158
Russel Wright|Paden City Pottery Company,159,159
Russel Wright|Paden City Glass,160,160
Russel Wright|Iroquois China Company,161,161
Russel Wright|Harker Pottery Company,162,162
Russel Wright|Steubenville Pottery Company,163,163
Russel Wright|J.A. Bauer Pottery Company,164,164
Russel Wright|Klise Wood Working Company,165,165
Russel Wright|Appleman Art Glass,166,166
Russel Wright|Morgantown Glassware Guild,167,167
Russel Wright|John Hull Cutlery Corp.,168,168
John McLaughlin,169,169
Dale Chihuly,170,170
Bob Thompson,171,171
D.B. Fuller & Co,172,172
Clyfford Still,173,173
Wendell Castle,174,174
Andy Warhol,175,175
Jules Pascin,176,176
Blythe Bohnen,177,177
Betty Blayton-Taylor,178,178
Norman Bluhm,179,179
Harvey K. Littleton,180,180
Chryssa,181,181
Dominick Labino,182,182
David Budd,183,183
Jon Carsman,184,184
John Canonico,185,185
Neil Welliver,186,186
Peter Agostini,187,187
Melvin Lindquist,188,188
Mark Lindquist,189,189
Red Grooms,190,190
Howardena Pindell,191,191
Nancy Graves,192,192
Jennifer Bartlett,193,193
Yvonne Jacquette,194,194
Nell Blaine,195,195
Joel Shapiro,196,196
Dorothy Ruddick,197,197
Anne Arnold,198,198
Jane Wilson,199,199
Jane Freilicher,200,200
Thomas Patti,201,201
John H. Hopkins,202,202
Richard Pousette-Dart,203,203
Ponte Vecchio of New York and Florence,204,204
Wayne Thiebaud,205,205
Richard Haas,206,206
Edwin Dickinson,207,207
Roy Lichtenstein,208,208
Larry Rivers,209,209
Alan Shields,210,210
Philip Pearlstein,211,211
James Denmark,212,212
Alfonso Ossorio,213,213
John Day,214,214
Brice Marden,215,215
Peter Müller-Munk,216,216
Paul Resika,217,217
Maurice Berezov,218,218
Fritz Bultman,219,219
Lillian Kiesler,220,220
Lee Krasner,221,221
Perle Fine,222,222
William Freed,223,223
Lila Katzen,224,224
John Grillo,225,225
Peter Busa,226,226
Wolf Kahn,227,227
Robert Goodnough,228,228
Nicholas Krushenick,229,229
John Haley,230,230
Lillian Orlowsky,231,231
Cameron Booth,232,232
Dorothy Heller,233,233
Nieves Marshaleck Billmyer,234,234
Leatrice Rose,235,235
Erle Loran,236,236
George McNeil,237,237
Seong Moy,238,238
Quentin Fiore,239,239
Joseph Urban,240,240
"Walter von Nessen|Nessen Studio, Inc.",241,241
"Gilbert Rohde|The Troy Sunshade Company (Troy, Ohio)",242,242
George Sakier|Fostoria Glass Company,243,243
Juan Hamilton,244,244
Joseph Hirsch,245,245
Larry Zox,246,246
Jasper Johns,247,247
Robert Kulicke,248,248
Willard Boepple,249,249
Clifford Ross,250,250
Robert Beauchamp,251,251
Virginia Admiral,252,252
Richard Stankiewicz,253,253
Stephen Pace,254,254
Lillian Abrams,255,255
Harry Brown,256,256
Judith Rothschild,257,257
Jerome Burns,258,258
Basil Cimino,259,259
Tania Milicevic,260,260
William Crozier,261,261
Hans Hokanson,262,262
Phillip Pavia,263,263
Charles Cajori,264,264
Richard Yarde,265,265
Mark di Suvero,266,266
"Corbett, Harrison & MacMurray|Hood & Fouilhoux|Reinhard & Hofmeister|W. S. Tyler Cab Co.|Mr. and Mrs. S.E. Barnette",267,267
Gertrude Glass Greene,268,268
Kay Hillman,269,269
Zita Querido,270,270
Antoinette Laselle,271,271
Fay Lansner,272,272
Morris Graves,273,273
John Button,274,274
I. J. Belmont,275,275
Sydney Butchkes,276,276
Dorothy Dehner,277,277
Michael Heizer,278,278
Maurice Heaton,279,279
E. Byrne Livingston,280,280
Jay S. Willis,281,281
Ernest Trova,282,282
Sam Gilliam,283,283
Ilonka Karasz|Paye & Baker Mfg. Co.,284,284
Jules Bouy,285,285
William Zorach,286,286
Marguerite Zorach,287,287
Peggy Huck,288,288
Thomas Lanigan-Schmidt,289,289
Rafael Ferrer,290,290
Walter Dusenbery,291,291
Charles Eames|Ray Eames,292,292
Glenn Wessels,293,293
Marilyn Davidson,294,294
Michael Jerry,295,295
Frederick J. Brown,296,296
Wharton Esherick,297,297
Charles Baskerville,298,298
Ray Eames,299,299
Gerome Kamrowski,300,300
Giorgio Cavallon,301,301
Dan Dailey,302,302
George Sugarman,303,303
Charles Seliger,304,304
Lee Gatch,305,305
Raphael Soyer,306,306
Robert Gruen,307,307
"Robert Gruen|Sweden House, Inc.",308,308
Robert Gruen|Parker Pen Company,309,309
Jim Dine,310,310
Audrey Flack,311,311
"Van Day Truex|Baccarat, France",312,312
Peter Reginato,313,313
Jo Anne Schneider,314,314
Donald Deskey|Ypsilanti Reed Furniture Company,315,315
Robert De Niro,316,316
Henry Varnum Poor,317,317
Michael Vivo,318,318
"John E. Dowell, Jr.",319,319
Janet Fish,320,320
Bruce Boice,321,321
Mary Ann Scherr,322,322
Jess,323,323
Jon Kuhn,324,324
Walt Kuhn,325,325
Maurice Golubov,326,326
Anthony de Francisci,327,327
Jerome Witkin,328,328
Abraham Rattner,329,329
Mary Callery,330,330
Charles Biederman,331,331
Eero Saarinen|Knoll,332,332
Malcolm Morley,333,333
Charmion von Wiegand,334,334
Reuben Nakian,335,335
William King,336,336
Milton Resnick,337,337
Alice Baber,338,338
Cy Twombly,339,339
Sonia Gechtoff,340,340
William Gropper,341,341
Robert Ebendorf|David-Andersen,342,342
Robert Ebendorf,343,343
"The Company of Master Craftsmen, for W. & J. Sloane|Unknown Designer",344,344
Gwenn Thomas,345,345
Maryam Zafar,346,346
Warren Brandt,347,347
Ludwig Mies van der Rohe,348,348
McArthur Binion,349,349
Dennis Ashbaugh,350,350
Claudia Helene Jemmott,351,351
Michael Glancy,352,352
William Harper,353,353
Joan Witek,354,354
William Wyman,355,355
Kjels Juul-Hansen,356,356
Kjels Juul-Hansen|Astro Dye Works,357,357
"Donald Deskey|Lesher, Whitman and Company",358,358
Charles Sarka,359,359
Abraham Walkowitz,360,360
Bernard Pfriem,361,361
Tony Smith,362,362
Will Barnet,363,363
Wayne Higby,364,364
Sidney Goodman,365,365
Al Loving,366,366
Malcolm Bailey,367,367
William Clutz,368,368
Joyce Kozloff,369,369
John Ferren,370,370
Joyce Treiman,371,371
John Clem Clarke,372,372
Ed Baynard,373,373
Chaim Gross,374,374
Moses Soyer,375,375
Patricia Johanson,376,376
Richard Anuszkiewicz,377,377
Walter Dorwin Teague|Edwin W. Fuerst|Libbey Glass Company,378,378
Walter Dorwin Teague|Edwin W. Fuerst,379,379
Libbey Glass Company|Edwin W. Fuerst,380,380
Don Bachardy,381,381
John Lonergan,382,382
John Little,383,383
Norman Rockwell,384,384
Judith Godwin,385,385
George Segal,386,386
"Charles Eames|Ray Eames|The Herman Miller Furniture Company, Zeeland, MI",387,387
Robert Arneson,388,388
Mark Tobey,389,389
Giles Gilson,390,390
Roger Essley,391,391
Paul Rotterdam,392,392
Frances Barth,393,393
Leon Kelly,394,394
Georgia O'Keeffe,395,395
Joan Snyder,396,396
Steven Weinberg,397,397
William Carlson,398,398
Akiko Kotani,399,399
Howard Ben Tré,400,400
Nancy Hemenway,401,401
Doug Ohlson,402,402
Nancy Giesmann,403,403
Albert Paley,404,404
Cynthia Schira,405,405
Helen Frankenthaler,406,406
Mervin Honig,407,407
Glen Lukens,408,408
Burgoyne Diller,409,409
Samuel Halpert,410,410
Bill Jensen,411,411
Luise Kaish,412,412
Craig Langager,413,413
Marilyn Holsing,414,414
Stuart Davis,415,415
Alice Neel,416,416
Margo Hoff,417,417
Edda Renouf,418,418
Frederick Hurten Rhead|Homer Laughlin China Company,419,419
Frederick Hurten Rhead,420,420
Homer Laughlin China Company|Frederick Hurten Rhead,421,421
"Walter Dorwin Teague|Taylor, Smith, & Taylor",422,422
The Hall China Company|J. Palin Thorley,423,423
Alfred Leslie,424,424
Morris Shulman,425,425
Helen Torr,426,426
Jo Davidson,427,427
Robert Smithson,428,428
Hananiah Harari,429,429
Werner Drewes,430,430
John Sennhauser,431,431
Harry Bowden,432,432
Dwinell Grant,433,433
Sylvia Carewe|Manufacture Royale Braquenie d'Aubusson de Felletin et de Maillines,434,434
James Rosenquist,435,435
Francoise Grossen,436,436
Lois Mailou Jones,437,437
Ed Moulthrop,438,438
William Tucker,439,439
Beverly Buchanan,440,440
David Burliuk,441,441
Grace Hartigan,442,442
Robert Swain,443,443
Richard Posner,444,444
Donald Deskey,445,445
Sanford Wurmfeld,446,446
Karl Schrag,447,447
Jackson Pollock,448,448
Yasuo Kuniyoshi,449,449
Matsumi Kanemitsu,450,450
C. K. Chatterton,451,451
Robert Colescott,452,452
Theodore Roszak,453,453
Larry Mohr,454,454
Eliel Saarinen,455,455
Sol LeWitt,456,456
David R. Huchthausen,457,457
Rex Lau,458,458
Garrick Dolberg,459,459
Charles Duncan,460,460
Stephen Rueckert,461,461
Paul T. Frankl,462,462
"Donald Deskey|Deskey-Vollmer, Inc.",463,463
Ron Kent,464,464
Tom Butter,465,465
Mark Tansey,466,466
John Adams Griefen,467,467
Michael Todd,468,468
Anita Weschler,469,469
Irving Petlin,470,470
David Levine,471,471
Mary Frank,472,472
Susan Barron,473,473
Michael Graves|Maloof Architectural Models Inc.,474,474
Ronnie Elliott,475,475
Stephen Edlich,476,476
R.B. Kitaj,477,477
Lyonel Charles Feininger,478,478
Walasse Ting,479,479
Gregory Gillespie,480,480
Horace Pippin,481,481
Billy Sullivan,482,482
Michael David,483,483
Arshile Gorky,484,484
Mark Baum,485,485
Randy Dudley,486,486
Douglas Bond,487,487
John Moore,488,488
Louisa Chase,489,489
Glenn Coleman,490,490
George Ault,491,491
Boris Blai,492,492
"Ilonka Karasz|Buffalo Pottery (Buffalo, New York)",493,493
"Ilonka Karasz|Buffalo China (Buffalo, New York)",494,494
James McGarrell,495,495
Marjorie Portnow,496,496
Dennis Evans,497,497
Robert Laurent,498,498
Frederick Kiesler,499,499
Judson Smith,500,500
Paul Trebilcock,501,501
Gladys Rockmore Davis,502,502
Leo Lionni,503,503
Lenore Tawney,504,504
Ilonka Karasz|Ginzkey,505,505
Ilonka Karasz,506,506
Alexander Archipenko,507,507
Jeanne Duval,508,508
Mark Innerst,509,509
Leonard Koscianski,510,510
Martin Puryear,511,511
Charles Garabedian,512,512
Sharron Quasius,513,513
Narcissus Quagliata,514,514
Robert Natkin,515,515
Margaret Craver,516,516
Marcel Breuer,517,517
Donald Lipski,518,518
Rigoberto Torres,519,519
Gabor F. Peterdi,520,520
Tom Lieber,521,521
John Ahearn,522,522
Elmer Bischoff,523,523
Frank Gehry,524,524
Leon Kroll,525,525
David Park,526,526
Lizbeth Mitty,527,527
Greg Constantine,528,528
Timothy Woodman,529,529
Ciel Bergman,530,530
Craig Henry,531,531
Patrick Palmer,532,532
Irene Rice Pereira,533,533
Biron Valier,534,534
Gerald Walburg,535,535
Lynn Bostick,536,536
"Paul A. Lobel|International Silver Co., Wilcox Silver Plate Co. Division (Meriden, Connecticut)",537,537
Roberta Allen,538,538
Alice Aycock,539,539
Agnes Denes,540,540
Jackie Ferrara,541,541
Ana Mendieta,542,542
Beverly Pepper,543,543
James Havard,544,544
Marsden Hartley,545,545
Hannah Wilke,546,546
Lester Johnson,547,547
Fritz Glarner,548,548
Dorothy Grotz,549,549
Chuck Forsman,550,550
Philip Tsiaras,551,551
Jonathan Weinberg,552,552
David Wojnarowicz,553,553
Michael Lucero,554,554
David Saunders,555,555
Gayil Nalls,556,556
Father Dennis Leder,557,557
Warren Rohrer,558,558
Milet Andrejevic,559,559
Sigrid Burton,560,560
Charles Ginnever,561,561
Ronnie Landfield,562,562
John Heliker,563,563
Audrey Sheldon,564,564
Ralph Mayer,565,565
Roger Brown,566,566
Bryan Hunt,567,567
Joel Philip Myers,568,568
Janet Sawyer,569,569
Martin Wong,570,570
Tod Wizon,571,571
Matt Mullican,572,572
David Bates,573,573
Duncan Hannah,574,574
James Brown,575,575
Ira Sapir,576,576
Dennis Smith,577,577
Isabel Giampietro Knoll|Royal Leerdam Glass,578,578
Seymour Lipton,579,579
Edgar Stoëbel,580,580
James G. Davis,581,581
Dennis Oppenheim,582,582
Walter Hatke,583,583
"Simmons Furniture Company, Chicago, Illinois|Norman Bel Geddes",584,584
"Ray Eames|Charles Eames|Schiffer Prints Division, Mil-Art Co., Inc.",585,585
Dona Nelson,586,586
Mark Wethli,587,587
Emil Bisttram,588,588
Byron Browne,589,589
Elsie Driggs,590,590
John Opper,591,591
Ralph Rosenborg,592,592
Eugene Schoen,593,593
Norman Bluhm|Frank O'Hara,594,594
James Biederman,595,595
George W. Staempfli,596,596
Ed Garman,597,597
Matthew Daub,598,598
Robert Helm,599,599
Nicholas Africano,600,600
Joseph Piccillo,601,601
Gerald Immonen,602,602
David Schofield,603,603
TODT,604,604
Han-Lien Wu,605,605
Scott Richter,606,606
Luis Jiménez,607,607
Richard Rudich,608,608
Joseph Raffael,609,609
Raymond Loewy|Richard Latham|Rosenthal,610,610
Adam Cvijanovic,611,611
Raymond Saunders,612,612
e. e. cummings,613,613
Adolf Dehn,614,614
Duncan Ferguson,615,615
John Bernard Flannagan,616,616
Robert Hallowell,617,617
Gaston Lachaise,618,618
Dudley Mygatt,619,619
John Marin,620,620
Edward Nagle,621,621
Carl Sprinchorn,622,622
Clement Wilenchick,623,623
Djuna Barnes,624,624
Emile Branchard,625,625
James Ormsbee Chapin,626,626
Agnes Martin,627,627
Hunt Slonem,628,628
Gary Jacobson,629,629
Benjamin Baldwin,630,630
Gretchen Bellinger|Gretchen Bellinger,631,631
John Stuart Ingle,632,632
Jeanette Pasin Sloan,633,633
George Nick,634,634
Rick Grafton,635,635
Charles Eames|Eero Saarinen,636,636
Dan Cooper,637,637
Arthur Dove,638,638
Richard Artschwager,639,639
Harry Bertoia|Knoll,640,640
"Charles Pollock|The Herman Miller Furniture Company, Zeeland, MI",641,641
Stehli Silks Corporation|Stehli Silks Corporation,642,642
Katharine Sturges,643,643
Stehli Silks Corporation,644,644
Clayton Knight|Stehli Silks Corporation,645,645
Kadel & Herbert Commercial Department|Stehli Silks Corporation,646,646
Clayton Knight,647,647
The New York Times,648,648
Jhane Barnes|Knoll,649,649
Nob+Non,650,650
Nob+Non|Knoll,651,651
Joe Zucker,652,652
Franz Kline,653,653
Charles Eames,654,654
Beatrice Wood,655,655
George Nelson,656,656
Wade Saunders,657,657
Kaiden-Kazanjian Studios|Eugene Schoen,658,658
Alexander Calder|Laverne Originals,659,659
Robert Venturi,660,660
"Florence Knoll Bassett|V'Soske, Inc.",661,661
Gregory Amenoff,662,662
Rackstraw Downes,663,663
David True,664,664
John Monti,665,665
Carolyn Brady,666,666
Tomas Vroman,667,667
Hans Moller,668,668
Howard Low,669,669
Robert Venturi|Knoll,670,670
"Abel Sorenson|Schiffer Prints Division, Mil-Art Co., Inc.",671,671
"George Nelson|Schiffer Prints Division, Mil-Art Co., Inc.",672,672
Marcel Breuer|Gebrüder Thonet GmbH,673,673
Joseph Santore,674,674
John McNamara,675,675
Jeff Gompertz,676,676
Phoebe Adams,677,677
Blanche Lazzell,678,678
Christopher Hewat,679,679
April Gornik,680,680
"Norman Bel Geddes|Simmons Furniture Company, Chicago, Illinois",681,681
"V'Soske, Inc.|Michael Graves",682,682
Edward Ruscha,683,683
Anne Ryan,684,684
Joseph Floch,685,685
Mel Kendrick,686,686
John Duff,687,687
Kay Kurt,688,688
Richard Meier|Swid Powell,689,689
Gwathmey Siegel|Swid Powell,690,690
Stanley Tigerman|Swid Powell,691,691
Robert A. M. Stern|Swid Powell,692,692
Robert Venturi|Swid Powell,693,693
Peter Solow,694,694
Alfred Levitt,695,695
Joe Baker,696,696
James Valerio,697,697
Thomas Nozkowski,698,698
David Humphrey,699,699
Sean Scully,700,700
David Campbell,701,701
David Kapp,702,702
George Peck,703,703
Betty Woodman,704,704
Suzy Frelinghuysen,705,705
Esphyr Slobodkina,706,706
Luis Cruz Azaceta,707,707
Eva Lisa (Pipsan) Saarinen Swanson|Tiffin Glass Company,708,708
Louise Nevelson,709,709
Mia Westerlund Roosen,710,710
Cynthia Carlson,711,711
Robert Jessup,712,712
Donald Judd,713,713
José de Rivera,714,714
Robert Gruen|Unknown Manufacturer,715,715
George L.K. Morris,716,716
Charles Sheeler,717,717
Albert Eugene Gallatin,718,718
Arakawa,719,719
Alvin Lustig,720,720
Ed Rossbach,721,721
Sam Messer,722,722
Marianne Strengell,723,723
Marianne Strengell|Knoll Textiles,724,724
Eugene Brodsky,725,725
Joel Janowitz,726,726
Ralph Hamilton,727,727
Deborah Butterfield,728,728
Mary Ann Currier,729,729
Gregory Paquette,730,730
Kem Weber|Grand Rapids Chair Company,731,731
Gertrud Natzler|Otto Natzler,732,732
Jules Kirschenbaum,733,733
Lee Jaffe,734,734
Clyde Connell,735,735
Carole Seborovski,736,736
Juan Gonzalez,737,737
Ruth Reeves|Karagheusian,738,738
Ruth Kao Lee,739,739
William L. Haney,740,740
Stone Roberts,741,741
Eliel Saarinen|Eero Saarinen,742,742
Jean A. Mann,743,743
Robert Motherwell,744,744
Kurt Seligmann,745,745
Jane Dickson,746,746
John Hull,747,747
Elaine Lustig Cohen,748,748
Glenn Goldberg,749,749
Richard Tuttle,750,750
Alison Saar,751,751
Hermine Ford,752,752
Peter Fletcher,753,753
Ron Janowich,754,754
Barry Ledoux,755,755
Cheryl Laemmle,756,756
Bernard Sanders,757,757
Bernard Karfiol,758,758
Edward Laning,759,759
Ed Rainey,760,760
Jim Waid,761,761
Harmony Hammond,762,762
Sheila Hicks|Atelier Philippe Hecquet Aubusson,763,763
Melissa Meyer,764,764
Tamara de Lempicka,765,765
Lucas Samaras,766,766
László Moholy-Nagy,767,767
Frank Gallo,768,768
Cyril David,769,769
Tom Fellner,770,770
Royce Howes,771,771
Louise Fishman,772,772
Laverne Originals|Estelle Laverne,773,773
Harry Jackson,774,774
Paul Stankard,775,775
Louise (Loja) Gesellius Saarinen,776,776
Nob+Non|Knoll Textiles,777,777
"Reuben Haley|Consolidated Lamp and Glass Company, Art Glassware Division, Coraopolis, PA",778,778
Toshiko Takaezu,779,779
Kem Weber|Lawson Time Inc.,780,780
Ethel Stein,781,781
Michael Higgins,782,782
Marisol,783,783
Catherine Murphy,784,784
Karen Karnes,785,785
Charles Eames|Ray Eames|Evans Products Company,786,786
Joel Perlman,787,787
Donald Sultan,788,788
Kevin Larmon,789,789
Scot Borofsky,790,790
Marie Zimmermann,791,791
Sheila Hicks,792,792
Robert Greene,793,793
Saul Baizerman,794,794
Varujan Boghosian,795,795
Ross Littell|William Katavolos|Douglas Kelley,796,796
Frederick Brosen,797,797
Wanda Gag,798,798
Arnold Friedman,799,799
Alan Sonfist,800,800
Douglas Hoagg,801,801
Michael Zwack,802,802
Wesley Kimler,803,803
Max Coyer,804,804
Robert Mangold,805,805
Ephraim Rubenstein,806,806
John Beerman,807,807
Roberto Juarez,808,808
Philip Grausman,809,809
Chuck Close,810,810
Steve Hawley,811,811
"David Hockney|Tyler Graphics, Ltd.",812,812
David Reed,813,813
James Rosen,814,814
Frank Gehry|Easy Edges Inc.,815,815
Arturo Rodriguez,816,816
Jack Beal,817,817
SunarHauserman|Michael Graves,818,818
Ethel Schwabacher,819,819
Claire Zeisler,820,820
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,821,821
Florence Knoll Bassett|Knoll,822,822
Robert Guinan,823,823
Ben-Zion,824,824
Rudolf Ray,825,825
Howard Cook,826,826
Honoré Sharrer,827,827
Noemi Raymond|Knoll,828,828
Rudulph Evans,829,829
H.C. Westermann,830,830
Abraham Rattner|Itche Mambush Workshop,831,831
Samuel Abraham Marx,832,832
"Samuel Abraham Marx|William J. Quigley, Inc.",833,833
Edgar Miller|Cecile E. Coverley,834,834
"Donald Deskey|Royal Metal Manufacturing Company, Chicago, Illinois",835,835
Elsa Rady,836,836
Ruth Reeves,837,837
Charles Arnoldi,838,838
Edward McKnight Kauffer,839,839
Ida Applebroog,840,840
"Thomas S. Buechner, III",841,841
Jonathan Janson,842,842
Saul Steinberg,843,843
Paul Manes,844,844
Steve Currie,845,845
Eda Mirsky Mann,846,846
Katherine Bowling,847,847
Neil Jenney,848,848
Robert Venturi|Formica Corporation,849,849
Sam Maloof,850,850
Michael Graves,851,851
V. Lorenzo Porcelli|Dansk International Designs Ltd.,852,852
Domenic Cretara,853,853
Jaime Suárez,854,854
C.B. Blake|Karl Danielson|Tiffany & Co.,855,855
Susan Laufer,856,856
Kent Bellows,857,857
Jim Sullivan,858,858
Peter Waite,859,859
Max Miller,860,860
Sabina Ott,861,861
Alfred Maurer,862,862
Angelo Ippolito,863,863
James Romberger,864,864
Lydia Dona,865,865
Donald Shambroom,866,866
Ursula von Rydingsvard,867,867
Robin Winters,868,868
Massimo Vignelli|Lella Vignelli|Casigliani s.r.l.,869,869
Susan Crile,870,870
David Krueger,871,871
Peter Saul,872,872
Nancy Fried,873,873
Herb Aach,874,874
Virginia Jaramillo,875,875
Pat Lasch,876,876
Lia Cook,877,877
Massimo Vignelli|Venini S.p.a.,878,878
Massimo Vignelli|Lella Vignelli|Venini S.p.a.,879,879
Rose Cabat,880,880
Troy Brauntuch,881,881
Julian Schnabel,882,882
Nancy Grossman,883,883
Elizabeth Murray,884,884
Richard Lindner,885,885
George Constant,886,886
Edwin Schlossberg,887,887
Julian Levi,888,888
Dorothy Eisner,889,889
Andrew Spence,890,890
Robert Bordo,891,891
Randall Deihl,892,892
Timothy Lowly,893,893
Jill Levine,894,894
Altoon Sultan,895,895
Howard Kanovitz,896,896
Robert Bechtle,897,897
Juan Sanchez,898,898
George Dudding,899,899
Katherine Porter,900,900
Helen Miranda Wilson,901,901
Ronald Bladen,902,902
Costantino Nivola,903,903
D. J. Hall,904,904
Susan Holcomb,905,905
Ray Smith,906,906
John Newman,907,907
Joan Mitchell,908,908
"Revere Copper and Brass Company, Rome, NY|Peter Müller-Munk",909,909
Steubenville Pottery Company|Russel Wright,910,910
Gary Stephan,911,911
Mark Greenwold,912,912
Lella Vignelli|Massimo Vignelli|Heller Incorporated,913,913
Lella Vignelli|Massimo Vignelli,914,914
Aaron Fink,915,915
Benny Andrews,916,916
Waylande Gregory,917,917
Judy Ledgerwood,918,918
Salle Werner Vaughn,919,919
John Koch,920,920
Horace Brodzky|Alfred J. Frueh,921,921
Rupert Deese,922,922
Concetta Mason,923,923
Hugo Robus,924,924
Sally M. Avery,925,925
Lawrence Edward Kupferman,926,926
Faith Ringgold,927,927
Frank Rebajes,928,928
Frederick Serger,929,929
Lella Vignelli|Massimo Vignelli|San Lorenzo,930,930
Carol Hepper,931,931
James DeWoody,932,932
William Dunlap,933,933
"George Ranalli|Environments Plus, Inc.",934,934
Joe Andoe,935,935
Sandra Fisher,936,936
"Isamu Noguchi|Ozeki & Co., Ltd.",937,937
Charles Shaw,938,938
Robert Cumming,939,939
Vincent Desiderio,940,940
Ford Crull,941,941
Paul Burlin,942,942
Liliana Porter,943,943
Adán Hernández,944,944
Susan Davidoff,945,945
Bob Stocksdale,946,946
Merrill Mahaffey,947,947
Richard Maury,948,948
Idelle Weber,949,949
Amy Weiskopf,950,950
Houghton Cranford Smith,951,951
Eva Zeisel|Castleton China,952,952
Michael Tracy,953,953
Loren MacIver,954,954
Melvin Edwards,955,955
Louis Bouché,956,956
Donald Holden,957,957
Claude Marks,958,958
Viola Frey,959,959
Jacob Glushakow,960,960
Red Grooms|Lysiane Luong,961,961
William T. Wiley,962,962
Eugenie Baizerman,963,963
Harry Kramer,964,964
Arnold Mesches,965,965
Philip Evergood,966,966
Christo,967,967
